brand,place_name,user_name,rating,review_text,review_date,review_date_raw,cleaned_review_text,sentiment_label,sentiment_score,score_positive,score_negative,score_neutral,aspect_service,aspect_price,aspect_product,aspect_showroom,aspect_delivery
Rita Võ,Rita Võ MuanhanhVLXD Quận 2 Cửa hàng nội thất · 327 Võ Nguyên Giáp,Hải Black,1,,2026-01-22,4 tháng trước,,Negative,1.0,0.0,1.0,0.0,False,False,False,False,False
Rita Võ,Rita Võ MuanhanhVLXD Quận 2 Cửa hàng nội thất · 327 Võ Nguyên Giáp,tantien tantien,5,,2025-11-23,6 tháng trước,,Positive,1.0,1.0,0.0,0.0,False,False,False,False,False
Rita Võ,Rita Võ MuanhanhVLXD Quận 2 Cửa hàng nội thất · 327 Võ Nguyên Giáp,Doan Quynh,1,,2025-06-26,11 tháng trước,,Negative,1.0,0.0,1.0,0.0,False,False,False,False,False
Rita Võ,Rita Võ MuanhanhVLXD Quận 2 Cửa hàng nội thất · 327 Võ Nguyên Giáp,xuan Tien,5,,2026-05-22,một năm trước,,Positive,1.0,1.0,0.0,0.0,False,False,False,False,False
Rita Võ,Rita Võ MuanhanhVLXD Quận 2 Cửa hàng nội thất · 327 Võ Nguyên Giáp,Thịnh Lã,5,,2026-05-22,một năm trước,,Positive,1.0,1.0,0.0,0.0,False,False,False,False,False
Rita Võ,Rita Võ MuanhanhVLXD Quận 2 Cửa hàng nội thất · 327 Võ Nguyên Giáp,Lệ Hồ,5,,2026-05-22,2 năm trước,,Positive,1.0,1.0,0.0,0.0,False,False,False,False,False
Rita Võ,Rita Võ MuanhanhVLXD Quận 2 Cửa hàng nội thất · 327 Võ Nguyên Giáp,Bnghi Huynh,5,,2026-05-22,2 năm trước,,Positive,1.0,1.0,0.0,0.0,False,False,False,False,False
Rita Võ,"Rita Võ Depot Đồng Nai Cửa hàng nội thất · Rita Võ Depot, 728 Phạm Văn Thuận",na vo,5,"Rất thích nội thất và Tbvs ở đây. Hàng chất lượng khỏi phải bàn , đã mua và rất hài lòng chất lượng lẫn dịch vụ Rita Võ Đồng Nai",2025-12-23,5 tháng trước,"rất thích nội thất và tbvs ở đây. hàng chất lượng khỏi phải bàn , đã mua và rất hài lòng chất lượng lẫn dịch vụ rita võ đồng nai",Positive,0.9929,0.9929,0.0019,0.0051,False,False,True,False,False
Rita Võ,"Rita Võ Depot Đồng Nai Cửa hàng nội thất · Rita Võ Depot, 728 Phạm Văn Thuận",Huỳnh Tấn Cường,5,"Nhân viên hỗ trợ tư vấn nhiệt tình dễ thương, shr đẹp sang xịn, sản phẩm chất lượng hihi haha",2025-11-23,6 tháng trước,"nhân viên hỗ trợ tư vấn nhiệt tình dễ thương, shr đẹp sang xịn, sản phẩm chất lượng hihi haha",Positive,0.9929,0.9929,0.0019,0.0052,True,False,True,True,False
Rita Võ,"Rita Võ Depot Đồng Nai Cửa hàng nội thất · Rita Võ Depot, 728 Phạm Văn Thuận",Lý Lê,5,"Đã mua ở đây rất nhiều lần, các bạn nhân viên rất nhiệt tình và chu đáo, sản phẩm từ gạch đến thiết bị vệ sinh, nội thất thì khỏi bàn chất lượng vô cùng, mọi người xây nhà nhớ ghé đây tham khảo",2025-11-23,6 tháng trước,"đã mua ở đây rất nhiều lần, các bạn nhân viên rất nhiệt tình và chu đáo, sản phẩm từ gạch đến thiết bị vệ sinh, nội thất thì khỏi bàn chất lượng vô cùng, mọi người xây nhà nhớ ghé đây tham khảo",Positive,0.993,0.993,0.0019,0.0052,True,False,True,False,False
Rita Võ,"Rita Võ Depot Đồng Nai Cửa hàng nội thất · Rita Võ Depot, 728 Phạm Văn Thuận",Nguyễn Hà Kiều Ngân,5,"Sản phẩm chất lượng, đẹp mắt, nhân viên nhiệt tình hỗ trợ tư vấn",2025-12-23,5 tháng trước,"sản phẩm chất lượng, đẹp mắt, nhân viên nhiệt tình hỗ trợ tư vấn",Positive,0.9929,0.9929,0.0019,0.0052,True,False,True,True,False
Rita Võ,"Rita Võ Depot Đồng Nai Cửa hàng nội thất · Rita Võ Depot, 728 Phạm Văn Thuận",Đạt Trịnh,5,"Showroom sang trọng, rộng rãi các bạn nhân viên tư vấn nhiệt tình, sản phẩm chất lượng đúng tầm giá",2025-11-23,6 tháng trước,"showroom sang trọng, rộng rãi các bạn nhân viên tư vấn nhiệt tình, sản phẩm chất lượng đúng tầm giá",Positive,0.9929,0.9929,0.0017,0.0054,True,True,True,True,False
Rita Võ,"Rita Võ Depot Đồng Nai Cửa hàng nội thất · Rita Võ Depot, 728 Phạm Văn Thuận",diệu Nguyễn,5,"Nhân viên quá dễ thương, tư vấn nhiệt tình, có nhiều mẫu mã lựa chọn, sản phẩm cao cấp",2025-11-23,6 tháng trước,"nhân viên quá dễ thương, tư vấn nhiệt tình, có nhiều mẫu mã lựa chọn, sản phẩm cao cấp",Positive,0.9927,0.9927,0.0018,0.0055,True,False,True,False,False
Rita Võ,"Rita Võ Depot Đồng Nai Cửa hàng nội thất · Rita Võ Depot, 728 Phạm Văn Thuận",Thị Mỹ Linh Trần,5,"Sản phẩm đa dạng , nhân viên hỗ trợ chu đáo, thân thiện, shop uy tín, chưa bao giờ thất vọng",2025-12-23,Thời gian chỉnh sửa: 5 tháng trước,"sản phẩm đa dạng , nhân viên hỗ trợ chu đáo, thân thiện, shop uy tín, chưa bao giờ thất vọng",Positive,0.9929,0.9929,0.0018,0.0053,True,False,True,False,False
Rita Võ,"Rita Võ Depot Đồng Nai Cửa hàng nội thất · Rita Võ Depot, 728 Phạm Văn Thuận",Văn Minh Trần,5,"Nhân viên tư vấn nhiệt tình. Các bạn rất dễ thương , sản phẩm chất lượng cao ,đã dùng hàng rita võ. Rất hài lòng.",2025-09-24,8 tháng trước,"nhân viên tư vấn nhiệt tình. các bạn rất dễ thương , sản phẩm chất lượng cao ,đã dùng hàng rita võ. rất hài lòng.",Positive,0.9928,0.9928,0.0018,0.0054,True,False,True,False,False
Rita Võ,"Rita Võ Depot Đồng Nai Cửa hàng nội thất · Rita Võ Depot, 728 Phạm Văn Thuận",Đức Anh Phạm,5,"Showroom nhiều mẫu mã, đa dạng, cao cấp
Sạch sẽ, nhân viên tư vấn nhiệt tình.",2025-12-23,5 tháng trước,"showroom nhiều mẫu mã, đa dạng, cao cấp sạch sẽ, nhân viên tư vấn nhiệt tình.",Positive,0.9929,0.9929,0.0019,0.0053,True,False,True,True,False
Rita Võ,"Rita Võ Depot Đồng Nai Cửa hàng nội thất · Rita Võ Depot, 728 Phạm Văn Thuận",Hassan Mohamed,5,"Đồ dùng xài rất chất lượng, 10 điểm luôn á, nhân viên còn tư vấn cụ thể nhiệt tình nữa chứ, tui là tui chốt chỗ này lâu dài r đó",2025-12-23,5 tháng trước,"đồ dùng xài rất chất lượng, 10 điểm luôn á, nhân viên còn tư vấn cụ thể nhiệt tình nữa chứ, tui là tui chốt chỗ này lâu dài r đó",Positive,0.9929,0.9929,0.0018,0.0052,True,False,True,False,False
Rita Võ,"Rita Võ Depot Đồng Nai Cửa hàng nội thất · Rita Võ Depot, 728 Phạm Văn Thuận",Đạt Trịnh,5,"Hàng có nhiều mẫu mới đẹp, nhân viên nhiệt tình dễ thương, có cơ hội sẽ quay lại trải nghiệm thêm",2025-09-24,8 tháng trước,"hàng có nhiều mẫu mới đẹp, nhân viên nhiệt tình dễ thương, có cơ hội sẽ quay lại trải nghiệm thêm",Positive,0.9929,0.9929,0.0018,0.0052,True,False,True,True,False
Rita Võ,"Rita Võ Depot Đồng Nai Cửa hàng nội thất · Rita Võ Depot, 728 Phạm Văn Thuận",Công nguyên Phạm,5,Anh Linh Tư vấn nhiệt tình vui vẻ mốt xây nhà thêm sẽ ủng hộ,2025-12-23,5 tháng trước,anh linh tư vấn nhiệt tình vui vẻ mốt xây nhà thêm sẽ ủng hộ,Positive,0.9929,0.9929,0.0016,0.0055,True,False,False,False,False
Rita Võ,"Rita Võ Depot Đồng Nai Cửa hàng nội thất · Rita Võ Depot, 728 Phạm Văn Thuận",Phan Xuân Dương,5,"Chỗ này mình thấy oki nè, nhân viên cũng nhiệt tình, bạn nào tìm mua nội thất có thể qua xem thử nha",2025-11-23,6 tháng trước,"chỗ này mình thấy oki nè, nhân viên cũng nhiệt tình, bạn nào tìm mua nội thất có thể qua xem thử nha",Positive,0.9925,0.9925,0.0017,0.0058,True,False,True,False,False
Rita Võ,"Rita Võ Depot Đồng Nai Cửa hàng nội thất · Rita Võ Depot, 728 Phạm Văn Thuận",Diệu Nguyễn Thị Thúy,5,"Có bạn nữ kia tư vấn rất dễ thương, sản phẩm cao cấp sang trọng, cửa hàng đẹp to",2025-11-23,6 tháng trước,"có bạn nữ kia tư vấn rất dễ thương, sản phẩm cao cấp sang trọng, cửa hàng đẹp to",Positive,0.9929,0.9929,0.0017,0.0054,True,False,True,True,False
Rita Võ,"Rita Võ Depot Đồng Nai Cửa hàng nội thất · Rita Võ Depot, 728 Phạm Văn Thuận",Therhyh,5,"Shr nhiều mẫu mã, đa dạng cao cấp. Nv ok nhiệt tình",2025-12-23,5 tháng trước,"shr nhiều mẫu mã, đa dạng cao cấp. nv ok nhiệt tình",Positive,0.9906,0.9906,0.0018,0.0076,True,False,True,False,False
Rita Võ,"Rita Võ Depot Đồng Nai Cửa hàng nội thất · Rita Võ Depot, 728 Phạm Văn Thuận",chuong chuong,5,"nhân viên tư vấn nhiệt tình, mẫu mã đẹp, nhìu thứ để tham khảo",2025-11-23,6 tháng trước,"nhân viên tư vấn nhiệt tình, mẫu mã đẹp, nhìu thứ để tham khảo",Positive,0.9927,0.9927,0.0018,0.0055,True,False,True,True,False
Rita Võ,"Rita Võ Depot Đồng Nai Cửa hàng nội thất · Rita Võ Depot, 728 Phạm Văn Thuận",Phạm Nguyễn Đăng Khoa,5,Sản phẩm chất lượng nhân viên nhiệt tình với khách hàng,2025-11-23,6 tháng trước,sản phẩm chất lượng nhân viên nhiệt tình với khách hàng,Negative,0.9384,0.0094,0.9384,0.0522,True,False,True,False,False
Rita Võ,"Rita Võ Depot Đồng Nai Cửa hàng nội thất · Rita Võ Depot, 728 Phạm Văn Thuận",Ánh Như,5,"Shr rộng rãi, nv dễ thương, hàng cao cấp đáng trải nghiệm",2025-11-23,6 tháng trước,"shr rộng rãi, nv dễ thương, hàng cao cấp đáng trải nghiệm",Positive,0.9928,0.9928,0.002,0.0052,True,False,True,True,False
Rita Võ,"Rita Võ Depot Đồng Nai Cửa hàng nội thất · Rita Võ Depot, 728 Phạm Văn Thuận",Nhân Nguyễn,5,"Sản phẩm tốt, nhiều mẫu mã, nhân viên nhiệt tình",2025-12-23,5 tháng trước,"sản phẩm tốt, nhiều mẫu mã, nhân viên nhiệt tình",Positive,0.9906,0.9906,0.0018,0.0076,True,False,True,False,False
Rita Võ,"Rita Võ Depot Đồng Nai Cửa hàng nội thất · Rita Võ Depot, 728 Phạm Văn Thuận",Nguyễn Trung Kiên “Foo”,5,Sản phẩm chất lượng cao. Dùng bền. Nhân viên dễ thương,2025-11-23,6 tháng trước,sản phẩm chất lượng cao. dùng bền. nhân viên dễ thương,Neutral,0.4907,0.4156,0.0937,0.4907,True,False,True,False,False
Rita Võ,"Rita Võ Depot Đồng Nai Cửa hàng nội thất · Rita Võ Depot, 728 Phạm Văn Thuận",Can Nguyễn,5,"Showroom sạch sẽ, nhân viên thân thiện, sản phẩm trưng bày đẹp, bắt mắt",2025-11-23,6 tháng trước,"showroom sạch sẽ, nhân viên thân thiện, sản phẩm trưng bày đẹp, bắt mắt",Positive,0.9929,0.9929,0.0019,0.0052,True,False,True,True,False
Rita Võ,"Rita Võ Depot Đồng Nai Cửa hàng nội thất · Rita Võ Depot, 728 Phạm Văn Thuận",Chieu Nguyen,5,"Ritavo là 1 hệ thống showroom vật liệu xây dựng và thiết bị vệ sinh lớn nhất tại Việt Nam, với sản phẩm đa dạng và đẳng cấp phù hợp với nhu cầu của khách hàng cao cấp",2026-05-22,một năm trước,"ritavo là 1 hệ thống showroom vật liệu xây dựng và thiết bị vệ sinh lớn nhất tại việt nam, với sản phẩm đa dạng và đẳng cấp phù hợp với nhu cầu của khách hàng cao cấp",Positive,0.982,0.982,0.006,0.012,False,False,True,True,False
Rita Võ,"Rita Võ Depot Đồng Nai Cửa hàng nội thất · Rita Võ Depot, 728 Phạm Văn Thuận",Mạnh Linh Trần,5,"Nhân viên nhiệt tình, cửa hàng sạch đẹp",2025-11-23,6 tháng trước,"nhân viên nhiệt tình, cửa hàng sạch đẹp",Positive,0.9904,0.9904,0.0023,0.0072,True,False,True,True,False
Rita Võ,"Rita Võ Depot Đồng Nai Cửa hàng nội thất · Rita Võ Depot, 728 Phạm Văn Thuận",Cam Ly,5,"Hàng có nhiều mẫu đẹp, nhân viên tư vấn nhiệt tình",2025-12-23,5 tháng trước,"hàng có nhiều mẫu đẹp, nhân viên tư vấn nhiệt tình",Positive,0.9929,0.9929,0.0017,0.0054,True,False,True,True,False
Rita Võ,"Rita Võ Depot Đồng Nai Cửa hàng nội thất · Rita Võ Depot, 728 Phạm Văn Thuận",Hoang Long,5,"Sản phẩm đa dạng mẫu mã, nhiều chương trình ưu đãi cuối năm",2025-12-23,5 tháng trước,"sản phẩm đa dạng mẫu mã, nhiều chương trình ưu đãi cuối năm",Positive,0.9861,0.9861,0.0023,0.0116,False,True,True,False,False
Rita Võ,"Rita Võ Depot Đồng Nai Cửa hàng nội thất · Rita Võ Depot, 728 Phạm Văn Thuận",số đỏ 9x2,5,"Nhiều mẫu mã đa dạng, cao cấp nhiệt tình",2025-12-23,5 tháng trước,"nhiều mẫu mã đa dạng, cao cấp nhiệt tình",Positive,0.9845,0.9845,0.0036,0.012,True,False,True,False,False
Rita Võ,"Rita Võ Depot Đồng Nai Cửa hàng nội thất · Rita Võ Depot, 728 Phạm Văn Thuận",Giang Thuỷ Tiên,5,"Sản  phẩm tốt, nhân viên vui vẻ, có  nhiều ưu đãi",2025-11-23,6 tháng trước,"sản phẩm tốt, nhân viên vui vẻ, có nhiều ưu đãi",Positive,0.9928,0.9928,0.0017,0.0055,True,True,True,False,False
Rita Võ,"Rita Võ Depot Đồng Nai Cửa hàng nội thất · Rita Võ Depot, 728 Phạm Văn Thuận",bi be,5,"Nhân viên shr nhiệt tình, nhiều mẫu mã, hàng cao cấp",2025-11-23,6 tháng trước,"nhân viên shr nhiệt tình, nhiều mẫu mã, hàng cao cấp",Negative,0.9871,0.0037,0.9871,0.0092,True,False,True,False,False
Rita Võ,"Rita Võ Depot Đồng Nai Cửa hàng nội thất · Rita Võ Depot, 728 Phạm Văn Thuận",Phi Long,5,"Sản phẩm chất lượng, nhân viên tư vấn nhiệt tình",2025-12-23,5 tháng trước,"sản phẩm chất lượng, nhân viên tư vấn nhiệt tình",Positive,0.9927,0.9927,0.0017,0.0056,True,False,True,False,False
Rita Võ,"Rita Võ Depot Đồng Nai Cửa hàng nội thất · Rita Võ Depot, 728 Phạm Văn Thuận",0612_võ hoàng anh,5,"Văn phòng mát mẻ, thoải mái, nhân viên tư vấn nhiệt tình, chất lượng sản phẩm tốt, giá cả ok, chắc chắn sẽ còn quay lại.",2025-11-23,6 tháng trước,"văn phòng mát mẻ, thoải mái, nhân viên tư vấn nhiệt tình, chất lượng sản phẩm tốt, giá cả ok, chắc chắn sẽ còn quay lại.",Positive,0.993,0.993,0.0018,0.0053,True,True,True,False,False
Rita Võ,"Rita Võ Depot Đồng Nai Cửa hàng nội thất · Rita Võ Depot, 728 Phạm Văn Thuận",Tuyến Nguyễn,5,"Sản phẩm tại showroom rất đẹp và sang trọng, đường đi dễ, nhân viên thân thiện lịch sự",2026-05-22,một năm trước,"sản phẩm tại showroom rất đẹp và sang trọng, đường đi dễ, nhân viên thân thiện lịch sự",Positive,0.9929,0.9929,0.0017,0.0053,True,False,True,True,False
Rita Võ,"Rita Võ Depot Đồng Nai Cửa hàng nội thất · Rita Võ Depot, 728 Phạm Văn Thuận",Quỳnh Mai Dương,5,"Nhiều mẫu mã đa dạng, cao cấp nhiệt tình",2025-12-23,5 tháng trước,"nhiều mẫu mã đa dạng, cao cấp nhiệt tình",Positive,0.9845,0.9845,0.0036,0.012,True,False,True,False,False
Rita Võ,"Rita Võ Depot Đồng Nai Cửa hàng nội thất · Rita Võ Depot, 728 Phạm Văn Thuận",Huy Tô Thành,5,Sản phẩm phù hợp với giá thành.,2025-09-24,8 tháng trước,sản phẩm phù hợp với giá thành.,Positive,0.9178,0.9178,0.0038,0.0785,False,True,True,False,False
Rita Võ,"Rita Võ Depot Đồng Nai Cửa hàng nội thất · Rita Võ Depot, 728 Phạm Văn Thuận",Phạm Trange,5,"Đội ngũ nhân viên ở đây tư vấn nhiệt tình chu đáo
sản phẩm thì chất lượng",2025-11-23,6 tháng trước,đội ngũ nhân viên ở đây tư vấn nhiệt tình chu đáo sản phẩm thì chất lượng,Positive,0.9897,0.9897,0.0018,0.0085,True,False,True,False,False
Rita Võ,"Rita Võ Depot Đồng Nai Cửa hàng nội thất · Rita Võ Depot, 728 Phạm Văn Thuận",Thi phuong ha Cao,5,"Rất thích vì mẫu mã đẹp,chất lượng, quản lý và nhân viên phục vụ nhiệt tình,dễ thương.",2026-05-22,2 năm trước,"rất thích vì mẫu mã đẹp,chất lượng, quản lý và nhân viên phục vụ nhiệt tình,dễ thương.",Positive,0.9928,0.9928,0.0018,0.0053,True,False,True,True,False
Rita Võ,"Rita Võ Depot Đồng Nai Cửa hàng nội thất · Rita Võ Depot, 728 Phạm Văn Thuận",Hướng Hồ,5,"Showroom khá lớn, đẹp, hàng xài ổn áp lắm nha
Đáng để đầu tư",2025-10-24,7 tháng trước,"showroom khá lớn, đẹp, hàng xài ổn áp lắm nha đáng để đầu tư",Positive,0.9929,0.9929,0.0017,0.0053,False,False,True,True,False
Rita Võ,"Rita Võ Depot Đồng Nai Cửa hàng nội thất · Rita Võ Depot, 728 Phạm Văn Thuận",nhan tran,5,Nhân viên tư vấn nhiệt tình,2025-09-24,8 tháng trước,nhân viên tư vấn nhiệt tình,Positive,0.9496,0.9496,0.0087,0.0417,True,False,False,False,False
Rita Võ,"Rita Võ Depot Đồng Nai Cửa hàng nội thất · Rita Võ Depot, 728 Phạm Văn Thuận",Thúy Nguyễn,5,"Showroom trưng bày hàng đẹp, toàn hàng cao cấp chất lượng tốt, nhân viên tư vấn nhiệt tình😊 …",2026-05-22,2 năm trước,"showroom trưng bày hàng đẹp, toàn hàng cao cấp chất lượng tốt, nhân viên tư vấn nhiệt tình",Positive,0.9929,0.9929,0.0017,0.0054,True,False,True,True,False
Rita Võ,"Rita Võ Depot Đồng Nai Cửa hàng nội thất · Rita Võ Depot, 728 Phạm Văn Thuận",Tram Tran,5,"chất lượng hàng ok, mẫu mã đa dạng cao cấp, nhân viên nhiệt tình",2025-11-23,Thời gian chỉnh sửa: 6 tháng trước,"chất lượng hàng ok, mẫu mã đa dạng cao cấp, nhân viên nhiệt tình",Positive,0.9927,0.9927,0.0017,0.0056,True,False,True,False,False
Rita Võ,"Rita Võ Depot Đồng Nai Cửa hàng nội thất · Rita Võ Depot, 728 Phạm Văn Thuận",Chiến Nguyễn Minh,5,Showroom trưng bày nhiều mẫu mã,2025-11-23,6 tháng trước,showroom trưng bày nhiều mẫu mã,Neutral,0.6856,0.2619,0.0525,0.6856,False,False,True,True,False
Rita Võ,"Rita Võ Depot Đồng Nai Cửa hàng nội thất · Rita Võ Depot, 728 Phạm Văn Thuận",Nguyễn Trung Tín,5,Nhân viên nhiệt tình mẫu mã chất lượng sứng đáng giá tiền,2025-11-23,6 tháng trước,nhân viên nhiệt tình mẫu mã chất lượng sứng đáng giá tiền,Positive,0.9925,0.9925,0.0019,0.0056,True,True,True,False,False
Rita Võ,"Rita Võ Depot Đồng Nai Cửa hàng nội thất · Rita Võ Depot, 728 Phạm Văn Thuận",Được Võ thành,5,"Sản phẩm chất lượng, tư vấn nhiệt tình, văn phòng mát mẻ",2025-11-23,6 tháng trước,"sản phẩm chất lượng, tư vấn nhiệt tình, văn phòng mát mẻ",Positive,0.9929,0.9929,0.0018,0.0053,True,False,True,False,False
Rita Võ,"Rita Võ Depot Đồng Nai Cửa hàng nội thất · Rita Võ Depot, 728 Phạm Văn Thuận",Jay Brian,5,"10 điểm, đẳng cấp, sang trọng, hiện đại, đa dạng. - RitaVõ x Gương Dehome",2026-05-22,một năm trước,"10 điểm, đẳng cấp, sang trọng, hiện đại, đa dạng. - ritavõ x gương dehome",Positive,0.9928,0.9928,0.0021,0.0051,False,False,True,True,False
Rita Võ,"Rita Võ Depot Đồng Nai Cửa hàng nội thất · Rita Võ Depot, 728 Phạm Văn Thuận",Hữu Cẩn Trịnh,5,"Showroom sạch sẽ, mát mẻ, hàng hoá trưng bày rất đẹp, nhân viên nhiệt tình",2026-05-22,một năm trước,"showroom sạch sẽ, mát mẻ, hàng hoá trưng bày rất đẹp, nhân viên nhiệt tình",Positive,0.993,0.993,0.0019,0.0052,True,False,True,True,False
Rita Võ,"Rita Võ Depot Đồng Nai Cửa hàng nội thất · Rita Võ Depot, 728 Phạm Văn Thuận",hung van,5,"Nhân viên nhiệt tình dễ thương, sản phẩm chất lượng",2025-12-23,5 tháng trước,"nhân viên nhiệt tình dễ thương, sản phẩm chất lượng",Positive,0.9913,0.9913,0.0016,0.007,True,False,True,False,False
Rita Võ,"Rita Võ Depot Đồng Nai Cửa hàng nội thất · Rita Võ Depot, 728 Phạm Văn Thuận",Tú Ngô,5,Nhân viên nhiệt tình chu đáo sản phẩm chất lượng sẽ quay lại ủng hộ,2026-05-22,2 năm trước,nhân viên nhiệt tình chu đáo sản phẩm chất lượng sẽ quay lại ủng hộ,Positive,0.9927,0.9927,0.0016,0.0057,True,False,True,False,False
Rita Võ,"Rita Võ Depot Đồng Nai Cửa hàng nội thất · Rita Võ Depot, 728 Phạm Văn Thuận",Trực Huỳnh,5,"Nhân viên thân thiện , tư vấn nhiệt tình. Phạm Văn Thuận  là nơi lựa chọn tuyệt vời của tôi và gia đình",2026-05-22,2 năm trước,"nhân viên thân thiện , tư vấn nhiệt tình. phạm văn thuận là nơi lựa chọn tuyệt vời của tôi và gia đình",Positive,0.9929,0.9929,0.0018,0.0053,True,False,False,False,False
Rita Võ,"Rita Võ Depot Đồng Nai Cửa hàng nội thất · Rita Võ Depot, 728 Phạm Văn Thuận",Nga Nguyễn,5,"Thiệt bi ve sinh cao cấp , sang trong.Chi nhanh pvt  tư vấn OK , vui vẻ, nhiệt tình.",2026-05-22,2 năm trước,"thiệt bi ve sinh cao cấp , sang trong.chi nhanh pvt tư vấn ok , vui vẻ, nhiệt tình.",Positive,0.9929,0.9929,0.0018,0.0053,True,False,True,False,True
Rita Võ,"Rita Võ Depot Đồng Nai Cửa hàng nội thất · Rita Võ Depot, 728 Phạm Văn Thuận",Thanh Huynh,5,"Tư vấn nhiệt tình, làm việc nhanh gọn",2025-11-23,6 tháng trước,"tư vấn nhiệt tình, làm việc nhanh gọn",Positive,0.9839,0.9839,0.0024,0.0137,True,False,False,False,True
Rita Võ,"Rita Võ Depot Đồng Nai Cửa hàng nội thất · Rita Võ Depot, 728 Phạm Văn Thuận",Tiên Tiên,5,"Các bạn sale CN PVT nhiệt tình, dễ thương, tư vấn đúng",2026-05-22,2 năm trước,"các bạn sale cn pvt nhiệt tình, dễ thương, tư vấn đúng",Positive,0.9927,0.9927,0.0017,0.0056,True,False,False,False,False
Rita Võ,"Rita Võ Depot Đồng Nai Cửa hàng nội thất · Rita Võ Depot, 728 Phạm Văn Thuận",mai hoàng,5,"Hàng hoá đẹp, trưng bày bắt mắt",2025-12-23,5 tháng trước,"hàng hoá đẹp, trưng bày bắt mắt",Positive,0.9929,0.9929,0.0018,0.0053,False,False,True,True,False
Rita Võ,"Rita Võ Depot Đồng Nai Cửa hàng nội thất · Rita Võ Depot, 728 Phạm Văn Thuận",Phiêu Lãng,5,"Sản phẩm đẹp chất lượng , nhân viên nhiệt tình",2026-05-22,2 năm trước,"sản phẩm đẹp chất lượng , nhân viên nhiệt tình",Positive,0.9926,0.9926,0.0017,0.0056,True,False,True,True,False
Rita Võ,"Rita Võ Depot Đồng Nai Cửa hàng nội thất · Rita Võ Depot, 728 Phạm Văn Thuận",Tuyết Trần,5,"Giá cả phù hợp với chất lượng, nhiều mẫu mã",2025-12-23,Thời gian chỉnh sửa: 5 tháng trước,"giá cả phù hợp với chất lượng, nhiều mẫu mã",Positive,0.9541,0.9541,0.0034,0.0425,False,True,True,False,False
Rita Võ,"Rita Võ Depot Đồng Nai Cửa hàng nội thất · Rita Võ Depot, 728 Phạm Văn Thuận",Hồ Hoa,5,"Giao hàng nhanh,Sale tư vấn nhiệt tình. Hàng đúng mô tả,đóng gói cẩn thận.",2026-05-22,3 năm trước,"giao hàng nhanh,sale tư vấn nhiệt tình. hàng đúng mô tả,đóng gói cẩn thận.",Positive,0.9916,0.9916,0.0017,0.0067,True,False,True,False,True
Rita Võ,"Rita Võ Depot Đồng Nai Cửa hàng nội thất · Rita Võ Depot, 728 Phạm Văn Thuận",Lê Nữ Kim Phụng,5,"Nv đẹp, nhiệt tình, cửa hàng sạch sẽ, sang",2026-05-22,một năm trước,"nv đẹp, nhiệt tình, cửa hàng sạch sẽ, sang",Positive,0.9929,0.9929,0.0019,0.0052,True,False,True,True,False
Rita Võ,"Rita Võ Depot Đồng Nai Cửa hàng nội thất · Rita Võ Depot, 728 Phạm Văn Thuận",Dang Nguyen,5,Dịch vụ tốt ! Mẫu mã đa dạng ! Nhân viên nhiệt tình,2026-05-22,2 năm trước,dịch vụ tốt ! mẫu mã đa dạng ! nhân viên nhiệt tình,Positive,0.9907,0.9907,0.0018,0.0075,True,False,True,False,False
Rita Võ,"Rita Võ Depot Đồng Nai Cửa hàng nội thất · Rita Võ Depot, 728 Phạm Văn Thuận",Loan Lê,5,"Nv nhiệt tình, hình ảnh đẹp, sang",2026-05-22,một năm trước,"nv nhiệt tình, hình ảnh đẹp, sang",Positive,0.9929,0.9929,0.0018,0.0053,True,False,True,True,False
Rita Võ,"Rita Võ Depot Đồng Nai Cửa hàng nội thất · Rita Võ Depot, 728 Phạm Văn Thuận",Duy Hải,5,"Nhân viên kinh doanh hỗ trợ tư vấn tận tình, rất có tâm. Nhất là bạn Trang - nhân viên sale. Giúp đỡ tôi rất nhiều trong việc chọn thiết bị vệ sinh và gạch cho nhà mới. Sắp tới cũng sắp mua thêm vài món tại đây. Chỗ mua hàng tuyệt vời",2026-05-22,2 năm trước,"nhân viên kinh doanh hỗ trợ tư vấn tận tình, rất có tâm. nhất là bạn trang - nhân viên sale. giúp đỡ tôi rất nhiều trong việc chọn thiết bị vệ sinh và gạch cho nhà mới. sắp tới cũng sắp mua thêm vài món tại đây. chỗ mua hàng tuyệt vời",Positive,0.9926,0.9926,0.0017,0.0056,True,False,True,False,False
Rita Võ,"Rita Võ Depot Đồng Nai Cửa hàng nội thất · Rita Võ Depot, 728 Phạm Văn Thuận",Luân Nguyễn,5,Nhân viên phạm văn thuận tư vấn nhiệt tình chu đáo chăm sóc khách hàng tốt 🫶🏼 …,2026-05-22,2 năm trước,nhân viên phạm văn thuận tư vấn nhiệt tình chu đáo chăm sóc khách hàng tốt,Positive,0.9926,0.9926,0.0018,0.0056,True,False,True,False,False
Rita Võ,"Rita Võ Depot Đồng Nai Cửa hàng nội thất · Rita Võ Depot, 728 Phạm Văn Thuận",Hoang Nguyen,5,"Showroom sạch sẽ, nhân viên thân thiện, sản phẩm trưng bày đẹp, bắt mắt",2026-05-22,một năm trước,"showroom sạch sẽ, nhân viên thân thiện, sản phẩm trưng bày đẹp, bắt mắt",Positive,0.9929,0.9929,0.0019,0.0052,True,False,True,True,False
